"pert_iname"	"cell_id"	"DILIConcern"	"num_doses"	"min_dose"	"max_dose"	"num_times"	"min_time"	"max_time"
"diflunisal"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"diflunisal"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"diflunisal"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"diltiazem"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"diltiazem"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"diltiazem"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"diltiazem"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"diltiazem"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"diltiazem"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"diltiazem"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"diltiazem"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"diltiazem"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"diltiazem"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"diltiazem"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"diltiazem"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"diltiazem"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"duloxetine"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"duloxetine"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"duloxetine"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"duloxetine"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"duloxetine"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"duloxetine"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"duloxetine"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"duloxetine"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"duloxetine"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"duloxetine"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"duloxetine"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"duloxetine"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"duloxetine"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erlotinib"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"erlotinib"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"erlotinib"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erlotinib"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"erlotinib"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"erlotinib"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"erlotinib"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"erlotinib"	"MCF7"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"erlotinib"	"NEU"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erlotinib"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erlotinib"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"erlotinib"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erlotinib"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erlotinib"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"erlotinib"	"BT20"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"erlotinib"	"HS578T"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"erlotinib"	"MCF10A"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"erlotinib"	"MDAMB231"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"erlotinib"	"SKBR3"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"erythromycin"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"erythromycin"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"erythromycin"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"erythromycin"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"erythromycin"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"erythromycin"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"erythromycin"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erythromycin"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"erythromycin"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"erythromycin"	"MCF7"	"Most-DILI-Concern"	"4"	"0.3704"	"10"	"2"	"6"	"24"
"erythromycin"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erythromycin"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"erythromycin"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"etodolac"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"etodolac"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"etodolac"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"etodolac"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"etodolac"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"etodolac"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"etodolac"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"etodolac"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"etodolac"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"etodolac"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"etodolac"	"NEU"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"etodolac"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"etodolac"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"etodolac"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"exemestane"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"exemestane"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"exemestane"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"exemestane"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"exemestane"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"exemestane"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"exemestane"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"exemestane"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"exemestane"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"exemestane"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"exemestane"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"exemestane"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"exemestane"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"febuxostat"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"febuxostat"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"febuxostat"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"febuxostat"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"febuxostat"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"febuxostat"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"febuxostat"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"febuxostat"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"febuxostat"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"febuxostat"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"febuxostat"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"febuxostat"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"febuxostat"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"fluconazole"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"fluconazole"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"fluconazole"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"fluconazole"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"fluconazole"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"fluconazole"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"fluconazole"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"fluconazole"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"fluconazole"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"fluconazole"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"fluconazole"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"fluconazole"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"fluconazole"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"gefitinib"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"gefitinib"	"A549"	"Most-DILI-Concern"	"9"	"0.0015"	"10"	"2"	"6"	"24"
"gefitinib"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"gefitinib"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"gefitinib"	"HCC515"	"Most-DILI-Concern"	"9"	"0.0015"	"10"	"1"	"6"	"6"
"gefitinib"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"gefitinib"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"gefitinib"	"MCF7"	"Most-DILI-Concern"	"12"	"0.0015"	"10"	"2"	"6"	"24"
"gefitinib"	"NEU"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"gefitinib"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"gefitinib"	"PC3"	"Most-DILI-Concern"	"9"	"0.0015"	"10"	"2"	"6"	"24"
"gefitinib"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"gefitinib"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"gefitinib"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"gefitinib"	"BT20"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"gefitinib"	"HS578T"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"gefitinib"	"MCF10A"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"gefitinib"	"MDAMB231"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"gefitinib"	"SKBR3"	"Most-DILI-Concern"	"4"	"0.08"	"10"	"2"	"6"	"24"
"isotretinoin"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"isotretinoin"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"isotretinoin"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"isotretinoin"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"isotretinoin"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"isotretinoin"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"isotretinoin"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"isotretinoin"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"isotretinoin"	"NEU"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"isotretinoin"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"isotretinoin"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"isotretinoin"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"isotretinoin"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"isotretinoin"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"isotretinoin"	"FIBRNPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"labetalol"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"labetalol"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"labetalol"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"labetalol"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"labetalol"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"labetalol"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"labetalol"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"labetalol"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"labetalol"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"labetalol"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"labetalol"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"labetalol"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"labetalol"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"nilutamide"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nilutamide"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nilutamide"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nilutamide"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nilutamide"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"nilutamide"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nilutamide"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"nilutamide"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"nilutamide"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"nilutamide"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nilutamide"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"nilutamide"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"nilutamide"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"nortriptyline"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nortriptyline"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nortriptyline"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nortriptyline"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nortriptyline"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"nortriptyline"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nortriptyline"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"nortriptyline"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"nortriptyline"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"nortriptyline"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"nortriptyline"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"nortriptyline"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"nortriptyline"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"papaverine"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"papaverine"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"papaverine"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"papaverine"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"papaverine"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"papaverine"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"papaverine"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"papaverine"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"papaverine"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"papaverine"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"papaverine"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"papaverine"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"papaverine"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"tamoxifen"	"A375"	"Most-DILI-Concern"	"7"	"0.04"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"A549"	"Most-DILI-Concern"	"7"	"0.04"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"HA1E"	"Most-DILI-Concern"	"7"	"0.04"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"HCC515"	"Most-DILI-Concern"	"7"	"0.04"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"HT29"	"Most-DILI-Concern"	"7"	"0.04"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"MCF7"	"Most-DILI-Concern"	"7"	"0.04"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"PC3"	"Most-DILI-Concern"	"11"	"0.04"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"VCAP"	"Most-DILI-Concern"	"2"	"10"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"HEPG2"	"Most-DILI-Concern"	"7"	"0.04"	"28.39"	"2"	"6"	"24"
"tamoxifen"	"SW480"	"Most-DILI-Concern"	"1"	"28.39"	"28.39"	"1"	"6"	"6"
"tamoxifen"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"tamoxifen"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"tamoxifen"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"tamoxifen"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"tamoxifen"	"FIBRNPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"tamoxifen"	"NEU"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"testosterone"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"testosterone"	"HA1E"	"Most-DILI-Concern"	"2"	"10"	"19.9"	"2"	"6"	"24"
"testosterone"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"testosterone"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"testosterone"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"testosterone"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"testosterone"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"testosterone"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"testosterone"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"testosterone"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"testosterone"	"NEU"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"testosterone"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"testosterone"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"testosterone"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"ticlopidine"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"ticlopidine"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"ticlopidine"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"ticlopidine"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"ticlopidine"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"ticlopidine"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"ticlopidine"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"ticlopidine"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"ticlopidine"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"ticlopidine"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"ticlopidine"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"ticlopidine"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"ticlopidine"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"voriconazole"	"A375"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"voriconazole"	"A549"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"voriconazole"	"HA1E"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"voriconazole"	"HT29"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"voriconazole"	"MCF7"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"voriconazole"	"PC3"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"voriconazole"	"VCAP"	"Most-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"voriconazole"	"ASC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"voriconazole"	"HCC515"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"voriconazole"	"HEPG2"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"voriconazole"	"NEU"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"voriconazole"	"NPC"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"voriconazole"	"PHH"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"voriconazole"	"SKB"	"Most-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"bromocriptine"	"A375"	"Less-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"bromocriptine"	"A549"	"Less-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"bromocriptine"	"HA1E"	"Less-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"bromocriptine"	"HCC515"	"Less-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"bromocriptine"	"HEPG2"	"Less-DILI-Concern"	"1"	"10"	"10"	"1"	"6"	"6"
"bromocriptine"	"HT29"	"Less-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"bromocriptine"	"MCF7"	"Less-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"bromocriptine"	"PC3"	"Less-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"bromocriptine"	"VCAP"	"Less-DILI-Concern"	"1"	"10"	"10"	"2"	"6"	"24"
"bromocriptine"	"ASC"	"Less-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"bromocriptine"	"NEU"	"Less-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
"bromocriptine"	"NPC"	"Less-DILI-Concern"	"1"	"10"	"10"	"1"	"24"	"24"
