Disease term	Disease ID (UMLS)	Gene symbol	Gene ID (Entrez)	DisGeNET	GUILDify
Hyperammonemia	C0220994	TMEM70	54968	1	1
Hyperammonemia	C0220994	CLN6	54982	1	1
Hyperammonemia	C0220994	TMEM39B	55116	0	1
Hyperammonemia	C0220994	TMEM206	55248	0	1
Hyperammonemia	C0220994	NUDT15	55270	0	1
Hyperammonemia	C0220994	LMBRD1	55788	1	1
Hyperammonemia	C0220994	MCCC1	56922	1	1
Hyperammonemia	C0220994	APMAP	57136	0	1
Hyperammonemia	C0220994	MCOLN1	57192	1	1
Hyperammonemia	C0220994	MCCC2	64087	1	1
Hyperammonemia	C0220994	SPATA20	64847	0	1
Hyperammonemia	C0220994	GNPTAB	79158	1	1
Hyperammonemia	C0220994	SRD5A3	79644	0	1
Hyperammonemia	C0220994	PDZD3	79849	0	1
Hyperammonemia	C0220994	SLC35E1	79939	0	1
Hyperammonemia	C0220994	DHDDS	79947	0	1
Hyperammonemia	C0220994	TMEM134	80194	0	1
Hyperammonemia	C0220994	OPA3	80207	1	1
Hyperammonemia	C0220994	LOXL3	84695	0	1
Hyperammonemia	C0220994	ATPAF2	91647	1	1
Hyperammonemia	C0220994	ERMAP	114625	0	1
Hyperammonemia	C0220994	HGSNAT	138050	1	0
Hyperammonemia	C0220994	YIPF6	286451	0	1
Hypoalbuminemia	C0239981	ALB	213	1	1
Hypoalbuminemia	C0239981	IL6	3569	1	1
Hypoalbuminemia	C0239981	IL6R	3570	0	1
Hypoalbuminemia	C0239981	OSM	5008	0	1
Hypoalbuminemia	C0239981	TNFRSF1B	7133	1	1
Liver Cirrhosis	C0023890	A2M	2	1	1
Liver Cirrhosis	C0023890	ACTA2	59	1	1
Liver Cirrhosis	C0023890	ADRA1A	148	1	1
Liver Cirrhosis	C0023890	ACAN	176	0	1
Liver Cirrhosis	C0023890	AGT	183	1	1
Liver Cirrhosis	C0023890	ALAD	210	1	1
Liver Cirrhosis	C0023890	ALB	213	1	1
Liver Cirrhosis	C0023890	ARNT	405	1	1
Liver Cirrhosis	C0023890	ARRB1	408	1	1
Liver Cirrhosis	C0023890	ATP7B	540	1	1
Liver Cirrhosis	C0023890	SERPING1	710	1	1
Liver Cirrhosis	C0023890	C1QB	713	1	1
Liver Cirrhosis	C0023890	SERPINA6	866	1	0
Liver Cirrhosis	C0023890	SERPINH1	871	1	1
Liver Cirrhosis	C0023890	CD9	928	1	1
Liver Cirrhosis	C0023890	CD14	929	1	1
Liver Cirrhosis	C0023890	CHRM3	1131	1	0
Liver Cirrhosis	C0023890	CCR8	1237	0	1
Liver Cirrhosis	C0023890	CNR1	1268	1	0
Liver Cirrhosis	C0023890	CNR2	1269	1	0
Liver Cirrhosis	C0023890	COL1A1	1277	1	1
Liver Cirrhosis	C0023890	COL1A2	1278	1	1
Liver Cirrhosis	C0023890	COL3A1	1281	1	1
Liver Cirrhosis	C0023890	COL5A2	1290	1	1
Liver Cirrhosis	C0023890	CP	1356	1	1
Liver Cirrhosis	C0023890	CTGF	1490	1	1
Liver Cirrhosis	C0023890	CTNNB1	1499	1	1
Liver Cirrhosis	C0023890	CYBA	1535	1	1
Liver Cirrhosis	C0023890	CYP1A2	1544	1	0
Liver Cirrhosis	C0023890	CYP27A1	1593	1	1
Liver Cirrhosis	C0023890	DHCR7	1717	1	1
Liver Cirrhosis	C0023890	F2	2147	1	1
Liver Cirrhosis	C0023890	F2R	2149	1	1
Liver Cirrhosis	C0023890	F3	2152	1	1
Liver Cirrhosis	C0023890	F5	2153	1	1
Liver Cirrhosis	C0023890	FBN1	2200	1	1
Liver Cirrhosis	C0023890	FCN1	2219	0	1
Liver Cirrhosis	C0023890	FGF2	2247	1	1
Liver Cirrhosis	C0023890	FGF6	2251	0	1
Liver Cirrhosis	C0023890	FGF7	2252	1	1
Liver Cirrhosis	C0023890	FGF9	2254	0	1
Liver Cirrhosis	C0023890	FGFR2	2263	1	1
Liver Cirrhosis	C0023890	FLT1	2321	1	1
Liver Cirrhosis	C0023890	GC	2638	1	1
Liver Cirrhosis	C0023890	HDAC2	3066	1	1
Liver Cirrhosis	C0023890	HGF	3082	1	1
Liver Cirrhosis	C0023890	HSD11B2	3291	1	1
Liver Cirrhosis	C0023890	IFNA1	3439	1	1
Liver Cirrhosis	C0023890	IFNA5	3442	0	1
Liver Cirrhosis	C0023890	IFNAR2	3455	0	1
Liver Cirrhosis	C0023890	IGFBP1	3484	1	0
Liver Cirrhosis	C0023890	IGFBP2	3485	1	1
Liver Cirrhosis	C0023890	IL6	3569	1	1
Liver Cirrhosis	C0023890	IL6R	3570	0	1
Liver Cirrhosis	C0023890	JUND	3727	1	1
Liver Cirrhosis	C0023890	KCNC4	3749	0	1
Liver Cirrhosis	C0023890	KRT8	3856	1	1
Liver Cirrhosis	C0023890	KRT18	3875	1	1
Liver Cirrhosis	C0023890	LAMB3	3914	0	1
Liver Cirrhosis	C0023890	LAMC2	3918	1	1
Liver Cirrhosis	C0023890	LGALS1	3956	1	1
Liver Cirrhosis	C0023890	LGALS3BP	3959	1	1
Liver Cirrhosis	C0023890	LOX	4015	1	1
Liver Cirrhosis	C0023890	LUM	4060	1	1
Liver Cirrhosis	C0023890	SMAD3	4088	1	1
Liver Cirrhosis	C0023890	MME	4311	0	1
Liver Cirrhosis	C0023890	MMP2	4313	1	1
Liver Cirrhosis	C0023890	MMP3	4314	0	1
Liver Cirrhosis	C0023890	MMP7	4316	0	1
Liver Cirrhosis	C0023890	MMP9	4318	0	1
Liver Cirrhosis	C0023890	MMP10	4319	0	1
Liver Cirrhosis	C0023890	MMP13	4322	0	1
Liver Cirrhosis	C0023890	MMP15	4324	0	1
Liver Cirrhosis	C0023890	NFE2L2	4780	1	1
Liver Cirrhosis	C0023890	NPC1	4864	1	1
Liver Cirrhosis	C0023890	NPPA	4878	1	1
Liver Cirrhosis	C0023890	OSM	5008	0	1
Liver Cirrhosis	C0023890	PCOLCE	5118	1	1
Liver Cirrhosis	C0023890	PGF	5228	0	1
Liver Cirrhosis	C0023890	ABCB4	5244	1	1
Liver Cirrhosis	C0023890	SERPINA1	5265	1	1
Liver Cirrhosis	C0023890	SERPINI1	5274	0	1
Liver Cirrhosis	C0023890	PLAU	5328	1	1
Liver Cirrhosis	C0023890	PLOD2	5352	1	1
Liver Cirrhosis	C0023890	PRTN3	5657	0	1
Liver Cirrhosis	C0023890	PYY	5697	0	1
Liver Cirrhosis	C0023890	PTHLH	5744	0	1
Liver Cirrhosis	C0023890	REN	5972	1	1
Liver Cirrhosis	C0023890	SCNN1D	6339	0	1
Liver Cirrhosis	C0023890	CCL1	6346	0	1
Liver Cirrhosis	C0023890	CCL2	6347	1	1
Liver Cirrhosis	C0023890	CCL16	6360	0	1
Liver Cirrhosis	C0023890	CCL19	6363	0	1
Liver Cirrhosis	C0023890	CCL20	6364	0	1
Liver Cirrhosis	C0023890	CCL25	6370	0	1
Liver Cirrhosis	C0023890	CXCL6	6372	0	1
Liver Cirrhosis	C0023890	SIM1	6492	0	1
Liver Cirrhosis	C0023890	SPARC	6678	1	1
Liver Cirrhosis	C0023890	SPP1	6696	1	1
Liver Cirrhosis	C0023890	STAT1	6772	1	1
Liver Cirrhosis	C0023890	TGFB1	7040	1	1
Liver Cirrhosis	C0023890	TGFB2	7042	0	1
Liver Cirrhosis	C0023890	TGFB3	7043	0	1
Liver Cirrhosis	C0023890	TGFBR1	7046	1	1
Liver Cirrhosis	C0023890	TGFBR3	7049	0	1
Liver Cirrhosis	C0023890	THBS1	7057	1	1
Liver Cirrhosis	C0023890	THBS2	7058	0	1
Liver Cirrhosis	C0023890	TIMP2	7077	0	1
Liver Cirrhosis	C0023890	TNFRSF1B	7133	1	1
Liver Cirrhosis	C0023890	VEGFA	7422	1	1
Liver Cirrhosis	C0023890	VIM	7431	1	1
Liver Cirrhosis	C0023890	VTN	7448	1	1
Liver Cirrhosis	C0023890	SLC30A4	7782	0	1
Liver Cirrhosis	C0023890	TAGLN2	8407	1	1
Liver Cirrhosis	C0023890	NRP2	8828	0	1
Liver Cirrhosis	C0023890	NRP1	8829	0	1
Liver Cirrhosis	C0023890	RGN	9104	1	1
Liver Cirrhosis	C0023890	SLC22A8	9376	1	0
Liver Cirrhosis	C0023890	ADAMTS1	9510	0	1
Liver Cirrhosis	C0023890	SLC17A2	10246	1	0
Liver Cirrhosis	C0023890	PEMT	10400	0	1
Liver Cirrhosis	C0023890	CBX7	23492	0	1
Liver Cirrhosis	C0023890	SLC13A4	26266	1	0
Liver Cirrhosis	C0023890	CACNG4	27092	0	1
Liver Cirrhosis	C0023890	DESI1	27351	0	1
Liver Cirrhosis	C0023890	KCNIP2	30819	0	1
Liver Cirrhosis	C0023890	KCNIP1	30820	0	1
Liver Cirrhosis	C0023890	C1RL	51279	0	1
Liver Cirrhosis	C0023890	SLC30A10	55532	1	1
Liver Cirrhosis	C0023890	GSDMB	55876	0	1
Liver Cirrhosis	C0023890	BAHCC1	57597	0	1
Liver Cirrhosis	C0023890	EDA2R	60401	0	1
Liver Cirrhosis	C0023890	BCAN	63827	0	1
Liver Cirrhosis	C0023890	UNC93B1	81622	1	1
Liver Cirrhosis	C0023890	CYP2R1	120227	1	0
Liver Cirrhosis	C0023890	CCR2	729230	0	1
Liver Cirrhosis, Alcoholic	C0023891	BCL2	596	1	1
Liver Cirrhosis, Alcoholic	C0023891	CAT	847	1	1
Liver Cirrhosis, Alcoholic	C0023891	COL2A1	1280	0	1
Liver Cirrhosis, Alcoholic	C0023891	COL3A1	1281	1	1
Liver Cirrhosis, Alcoholic	C0023891	CYP2E1	1571	1	1
Liver Cirrhosis, Alcoholic	C0023891	HYAL1	3373	0	1
Liver Cirrhosis, Alcoholic	C0023891	IL6	3569	1	1
Liver Cirrhosis, Alcoholic	C0023891	IL6R	3570	0	1
Liver Cirrhosis, Alcoholic	C0023891	SMAD3	4088	1	1
Liver Cirrhosis, Alcoholic	C0023891	MMP2	4313	1	1
Liver Cirrhosis, Alcoholic	C0023891	MMP9	4318	0	1
Liver Cirrhosis, Alcoholic	C0023891	MMP10	4319	0	1
Liver Cirrhosis, Alcoholic	C0023891	MMP13	4322	0	1
Liver Cirrhosis, Alcoholic	C0023891	MPO	4353	1	0
Liver Cirrhosis, Alcoholic	C0023891	OSM	5008	0	1
Liver Cirrhosis, Alcoholic	C0023891	RELA	5970	1	1
Liver Cirrhosis, Alcoholic	C0023891	CXCL6	6372	0	1
Liver Cirrhosis, Alcoholic	C0023891	SOD2	6648	1	1
Liver Cirrhosis, Alcoholic	C0023891	TGFB1	7040	1	1
Liver Cirrhosis, Alcoholic	C0023891	THBS2	7058	0	1
Liver Cirrhosis, Alcoholic	C0023891	TIMP1	7076	1	1
Liver Cirrhosis, Alcoholic	C0023891	TIMP2	7077	0	1
Liver Cirrhosis, Alcoholic	C0023891	TNF	7124	1	1
Liver Cirrhosis, Alcoholic	C0023891	BCAN	63827	0	1
Liver Cirrhosis, Alcoholic	C0023891	MBOAT7	79143	1	1
Liver Cirrhosis, Alcoholic	C0023891	PNPLA3	80339	1	1
Liver Dysfunction	C0086565	ACTA2	59	1	0
Liver Dysfunction	C0086565	AFP	174	1	0
Liver Dysfunction	C0086565	AHR	196	1	0
Liver Dysfunction	C0086565	ALAD	210	1	0
Liver Dysfunction	C0086565	ALOX5AP	241	1	0
Liver Dysfunction	C0086565	ALPL	249	1	0
Liver Dysfunction	C0086565	ATP7B	540	1	0
Liver Dysfunction	C0086565	BCL2L1	598	1	0
Liver Dysfunction	C0086565	CCK	885	1	0
Liver Dysfunction	C0086565	CD3D	915	1	0
Liver Dysfunction	C0086565	CD86	942	1	0
Liver Dysfunction	C0086565	CD79B	974	1	0
Liver Dysfunction	C0086565	CCR1	1230	1	0
Liver Dysfunction	C0086565	LTB4R	1241	1	0
Liver Dysfunction	C0086565	COL3A1	1281	1	0
Liver Dysfunction	C0086565	CSF3	1440	1	0
Liver Dysfunction	C0086565	CYP1A2	1544	1	0
Liver Dysfunction	C0086565	NQO1	1728	1	0
Liver Dysfunction	C0086565	ENO3	2027	1	0
Liver Dysfunction	C0086565	GABRR2	2570	1	0
Liver Dysfunction	C0086565	GGT1	2678	1	0
Liver Dysfunction	C0086565	GRK5	2869	1	0
Liver Dysfunction	C0086565	GPT	2875	1	0
Liver Dysfunction	C0086565	HK3	3101	1	0
Liver Dysfunction	C0086565	HMOX1	3162	1	0
Liver Dysfunction	C0086565	HSPA1A	3303	1	0
Liver Dysfunction	C0086565	IL1RAP	3556	1	0
Liver Dysfunction	C0086565	IL9R	3581	1	0
Liver Dysfunction	C0086565	IL11	3589	1	0
Liver Dysfunction	C0086565	ITGB6	3694	1	0
Liver Dysfunction	C0086565	JUP	3728	1	0
Liver Dysfunction	C0086565	MMP9	4318	1	0
Liver Dysfunction	C0086565	MTHFR	4524	1	0
Liver Dysfunction	C0086565	NFKB1	4790	1	0
Liver Dysfunction	C0086565	NOS2	4843	1	0
Liver Dysfunction	C0086565	NPC1	4864	1	0
Liver Dysfunction	C0086565	SERPINA1	5265	1	0
Liver Dysfunction	C0086565	RAC1	5879	1	0
Liver Dysfunction	C0086565	RNASE6	6039	1	0
Liver Dysfunction	C0086565	SC5D	6309	1	0
Liver Dysfunction	C0086565	CCL2	6347	1	0
Liver Dysfunction	C0086565	SRSF5	6430	1	0
Liver Dysfunction	C0086565	ST8SIA1	6489	1	0
Liver Dysfunction	C0086565	SOD1	6647	1	0
Liver Dysfunction	C0086565	SULT1E1	6783	1	0
Liver Dysfunction	C0086565	TGM1	7051	1	0
Liver Dysfunction	C0086565	TIMP3	7078	1	0
Liver Dysfunction	C0086565	TM4SF4	7104	1	0
Liver Dysfunction	C0086565	TNF	7124	1	0
Liver Dysfunction	C0086565	TXN	7295	1	0
Liver Dysfunction	C0086565	TYROBP	7305	1	0
Liver Dysfunction	C0086565	IL1R2	7850	1	0
Liver Dysfunction	C0086565	SOCS1	8651	1	0
Liver Dysfunction	C0086565	NRP1	8829	1	0
Liver Dysfunction	C0086565	SOCS3	9021	1	0
Liver Dysfunction	C0086565	CYP7B1	9420	1	0
Liver Dysfunction	C0086565	NR1H4	9971	1	0
Liver Dysfunction	C0086565	DDAH1	23576	1	0
Liver Dysfunction	C0086565	AMACR	23600	1	0
Liver Dysfunction	C0086565	HPGDS	27306	1	0
Liver Dysfunction	C0086565	TREM1	54210	1	0
Liver Dysfunction	C0086565	CRISPLD2	83716	1	0
Liver Dysfunction	C0086565	CCR2	729230	1	0
Liver Failure	C0085605	ACADM	34	1	1
Liver Failure	C0085605	F2	2147	1	1
Liver Failure	C0085605	ORM1	5004	1	1
Liver Failure	C0085605	PGF	5228	0	1
Liver Failure	C0085605	VEGFA	7422	1	1
Liver Failure	C0085605	NRP2	8828	0	1
Liver Failure	C0085605	NRP1	8829	0	1
Liver Failure	C0085605	ADAMTS1	9510	0	1
Liver Failure, Acute	C0162557	ALB	213	1	1
Liver Failure, Acute	C0162557	ANG	283	0	1
Liver Failure, Acute	C0162557	APLP2	334	0	1
Liver Failure, Acute	C0162557	FAS	355	1	1
Liver Failure, Acute	C0162557	FASLG	356	1	1
Liver Failure, Acute	C0162557	SERPINC1	462	1	1
Liver Failure, Acute	C0162557	ATOX1	475	0	1
Liver Failure, Acute	C0162557	ATP6V0B	533	0	1
Liver Failure, Acute	C0162557	ATP7B	540	1	1
Liver Failure, Acute	C0162557	BCL7A	605	0	1
Liver Failure, Acute	C0162557	BID	637	0	1
Liver Failure, Acute	C0162557	BMPR2	659	0	1
Liver Failure, Acute	C0162557	CALCA	796	0	1
Liver Failure, Acute	C0162557	CAMP	820	0	1
Liver Failure, Acute	C0162557	CAST	831	1	1
Liver Failure, Acute	C0162557	CASP10	843	0	1
Liver Failure, Acute	C0162557	CASQ1	844	0	1
Liver Failure, Acute	C0162557	CD74	972	1	1
Liver Failure, Acute	C0162557	CD151	977	0	1
Liver Failure, Acute	C0162557	CDX1	1044	0	1
Liver Failure, Acute	C0162557	CEBPA	1050	0	1
Liver Failure, Acute	C0162557	CR2	1380	0	1
Liver Failure, Acute	C0162557	CSF3	1440	1	0
Liver Failure, Acute	C0162557	DMWD	1762	0	1
Liver Failure, Acute	C0162557	DSG1	1828	0	1
Liver Failure, Acute	C0162557	DSG3	1830	0	1
Liver Failure, Acute	C0162557	DUSP8	1850	0	1
Liver Failure, Acute	C0162557	ELK4	2005	0	1
Liver Failure, Acute	C0162557	FCGRT	2217	0	1
Liver Failure, Acute	C0162557	GC	2638	1	1
Liver Failure, Acute	C0162557	GFER	2671	1	1
Liver Failure, Acute	C0162557	GFRA1	2674	0	1
Liver Failure, Acute	C0162557	GHR	2690	0	1
Liver Failure, Acute	C0162557	GUCY1A3	2982	0	1
Liver Failure, Acute	C0162557	GUCY1B3	2983	0	1
Liver Failure, Acute	C0162557	GYS2	2998	0	1
Liver Failure, Acute	C0162557	HGF	3082	1	1
Liver Failure, Acute	C0162557	HSD17B1	3292	0	1
Liver Failure, Acute	C0162557	HYAL1	3373	0	1
Liver Failure, Acute	C0162557	IL1RN	3557	1	1
Liver Failure, Acute	C0162557	INHBA	3624	1	0
Liver Failure, Acute	C0162557	INS	3630	1	1
Liver Failure, Acute	C0162557	JUND	3727	0	1
Liver Failure, Acute	C0162557	KRT8	3856	1	1
Liver Failure, Acute	C0162557	KRT18	3875	1	1
Liver Failure, Acute	C0162557	KRT34	3885	0	1
Liver Failure, Acute	C0162557	LTA	4049	0	1
Liver Failure, Acute	C0162557	MMP1	4312	0	1
Liver Failure, Acute	C0162557	MMP3	4314	0	1
Liver Failure, Acute	C0162557	MMP7	4316	0	1
Liver Failure, Acute	C0162557	MMP8	4317	0	1
Liver Failure, Acute	C0162557	MMP10	4319	0	1
Liver Failure, Acute	C0162557	MMP13	4322	0	1
Liver Failure, Acute	C0162557	NUDT1	4521	0	1
Liver Failure, Acute	C0162557	NFATC3	4775	0	1
Liver Failure, Acute	C0162557	NFATC4	4776	0	1
Liver Failure, Acute	C0162557	NFKBIL1	4795	0	1
Liver Failure, Acute	C0162557	POMC	5443	1	0
Liver Failure, Acute	C0162557	MAPK8	5599	1	1
Liver Failure, Acute	C0162557	ST3GAL4	6484	0	1
Liver Failure, Acute	C0162557	SPI1	6688	0	1
Liver Failure, Acute	C0162557	SPIB	6689	0	1
Liver Failure, Acute	C0162557	TNF	7124	1	1
Liver Failure, Acute	C0162557	TNFRSF1A	7132	0	1
Liver Failure, Acute	C0162557	TNFRSF1B	7133	0	1
Liver Failure, Acute	C0162557	UBA7	7318	0	1
Liver Failure, Acute	C0162557	PPFIA4	8497	0	1
Liver Failure, Acute	C0162557	PPFIA2	8499	0	1
Liver Failure, Acute	C0162557	PPFIA3	8541	0	1
Liver Failure, Acute	C0162557	KCNK5	8645	0	1
Liver Failure, Acute	C0162557	KRT37	8688	0	1
Liver Failure, Acute	C0162557	TRADD	8717	0	1
Liver Failure, Acute	C0162557	TNFRSF25	8718	0	1
Liver Failure, Acute	C0162557	FADD	8772	0	1
Liver Failure, Acute	C0162557	TNFRSF10B	8795	0	1
Liver Failure, Acute	C0162557	PKMYT1	9088	0	1
Liver Failure, Acute	C0162557	SH3BP5	9467	0	1
Liver Failure, Acute	C0162557	MAPK8IP1	9479	0	1
Liver Failure, Acute	C0162557	KIAA0319	9856	0	1
Liver Failure, Acute	C0162557	BCL2L10	10017	0	1
Liver Failure, Acute	C0162557	BCL2L11	10018	0	1
Liver Failure, Acute	C0162557	FRAT1	10023	0	1
Liver Failure, Acute	C0162557	FEM1B	10116	0	1
Liver Failure, Acute	C0162557	CALCRL	10203	0	1
Liver Failure, Acute	C0162557	RAMP2	10266	0	1
Liver Failure, Acute	C0162557	GPNMB	10457	1	1
Liver Failure, Acute	C0162557	FST	10468	1	1
Liver Failure, Acute	C0162557	PKP3	11187	0	1
Liver Failure, Acute	C0162557	MAPK8IP3	23162	0	1
Liver Failure, Acute	C0162557	PSD4	23550	0	1
Liver Failure, Acute	C0162557	SH2B1	25970	0	1
Liver Failure, Acute	C0162557	BBC3	27113	0	1
Liver Failure, Acute	C0162557	IL37	27178	0	1
Liver Failure, Acute	C0162557	SCAND1	51282	0	1
Liver Failure, Acute	C0162557	ERAP1	51752	0	1
Liver Failure, Acute	C0162557	LRP1B	53353	0	1
Liver Failure, Acute	C0162557	GRAMD1C	54762	0	1
Liver Failure, Acute	C0162557	BBS7	55212	0	1
Liver Failure, Acute	C0162557	RHBG	57127	0	1
Liver Failure, Acute	C0162557	BCAN	63827	0	1
Liver Failure, Acute	C0162557	SOX17	64321	0	1
Liver Failure, Acute	C0162557	NLRX1	79671	0	1
Liver Failure, Acute	C0162557	ADGRV1	84059	0	1
Liver Failure, Acute	C0162557	MEX3D	399664	0	1
Liver Failure, Acute	C0162557	CCDC88C	440193	0	1
Nonalcoholic Steatohepatitis	C3241937	FAS	355	1	1
Nonalcoholic Steatohepatitis	C3241937	CD14	929	1	1
Nonalcoholic Steatohepatitis	C3241937	SCARB1	949	1	1
Nonalcoholic Steatohepatitis	C3241937	CDH7	1005	0	1
Nonalcoholic Steatohepatitis	C3241937	CDO1	1036	0	1
Nonalcoholic Steatohepatitis	C3241937	CSF2	1437	1	1
Nonalcoholic Steatohepatitis	C3241937	CSF2RB	1439	0	1
Nonalcoholic Steatohepatitis	C3241937	CSF3R	1441	0	1
Nonalcoholic Steatohepatitis	C3241937	CYP1A2	1544	1	0
Nonalcoholic Steatohepatitis	C3241937	CYP2E1	1571	1	1
Nonalcoholic Steatohepatitis	C3241937	CYP17A1	1586	1	1
Nonalcoholic Steatohepatitis	C3241937	ACE	1636	1	1
Nonalcoholic Steatohepatitis	C3241937	F2	2147	1	1
Nonalcoholic Steatohepatitis	C3241937	FCN1	2219	0	1
Nonalcoholic Steatohepatitis	C3241937	GRK4	2868	0	1
Nonalcoholic Steatohepatitis	C3241937	GSTA1	2938	1	1
Nonalcoholic Steatohepatitis	C3241937	GSTM1	2944	1	1
Nonalcoholic Steatohepatitis	C3241937	GSTP1	2950	1	1
Nonalcoholic Steatohepatitis	C3241937	GSTT1	2952	1	1
Nonalcoholic Steatohepatitis	C3241937	IL1A	3552	1	1
Nonalcoholic Steatohepatitis	C3241937	IL3	3562	1	1
Nonalcoholic Steatohepatitis	C3241937	IL4	3565	1	1
Nonalcoholic Steatohepatitis	C3241937	IL5	3567	0	1
Nonalcoholic Steatohepatitis	C3241937	JAK2	3717	1	1
Nonalcoholic Steatohepatitis	C3241937	LDLR	3949	1	1
Nonalcoholic Steatohepatitis	C3241937	LEP	3952	1	1
Nonalcoholic Steatohepatitis	C3241937	LIF	3976	1	1
Nonalcoholic Steatohepatitis	C3241937	LIFR	3977	0	1
Nonalcoholic Steatohepatitis	C3241937	ADAM11	4185	0	1
Nonalcoholic Steatohepatitis	C3241937	MMP1	4312	1	1
Nonalcoholic Steatohepatitis	C3241937	MMP9	4318	0	1
Nonalcoholic Steatohepatitis	C3241937	MMP10	4319	0	1
Nonalcoholic Steatohepatitis	C3241937	MMP13	4322	0	1
Nonalcoholic Steatohepatitis	C3241937	MYL5	4636	0	1
Nonalcoholic Steatohepatitis	C3241937	NFE2L2	4780	1	1
Nonalcoholic Steatohepatitis	C3241937	NTS	4922	0	1
Nonalcoholic Steatohepatitis	C3241937	SERPINB2	5055	1	1
Nonalcoholic Steatohepatitis	C3241937	ABCB4	5244	1	1
Nonalcoholic Steatohepatitis	C3241937	PPARA	5465	1	1
Nonalcoholic Steatohepatitis	C3241937	PPARD	5467	1	1
Nonalcoholic Steatohepatitis	C3241937	PRF1	5551	1	1
Nonalcoholic Steatohepatitis	C3241937	RAG2	5897	1	1
Nonalcoholic Steatohepatitis	C3241937	RBP1	5947	0	1
Nonalcoholic Steatohepatitis	C3241937	CXCL6	6372	0	1
Nonalcoholic Steatohepatitis	C3241937	ST3GAL1	6482	0	1
Nonalcoholic Steatohepatitis	C3241937	SREBF1	6720	1	1
Nonalcoholic Steatohepatitis	C3241937	TGFB1	7040	1	1
Nonalcoholic Steatohepatitis	C3241937	THBS2	7058	0	1
Nonalcoholic Steatohepatitis	C3241937	TIMP2	7077	0	1
Nonalcoholic Steatohepatitis	C3241937	TNFRSF1B	7133	1	1
Nonalcoholic Steatohepatitis	C3241937	XBP1	7494	1	1
Nonalcoholic Steatohepatitis	C3241937	IKBKG	8517	1	1
Nonalcoholic Steatohepatitis	C3241937	STC2	8614	1	1
Nonalcoholic Steatohepatitis	C3241937	ADIPOQ	9370	1	1
Nonalcoholic Steatohepatitis	C3241937	NR1H4	9971	1	1
Nonalcoholic Steatohepatitis	C3241937	SIRT1	23411	1	1
Nonalcoholic Steatohepatitis	C3241937	FGF21	26291	1	1
Nonalcoholic Steatohepatitis	C3241937	B3GAT1	27087	1	1
Nonalcoholic Steatohepatitis	C3241937	PNMAL1	55228	0	1
Nonalcoholic Steatohepatitis	C3241937	BCAN	63827	0	1
Nonalcoholic Steatohepatitis	C3241937	PNPLA3	80339	1	1
Nonalcoholic Steatohepatitis	C3241937	OSBPL10	114884	0	1
Nonalcoholic Steatohepatitis	C3241937	LAMA1	284217	1	1
Steatohepatitis	C2711227	PLIN2	123	1	1
Steatohepatitis	C2711227	AMT	275	0	1
Steatohepatitis	C2711227	BIRC3	330	1	1
Steatohepatitis	C2711227	APOB	338	1	1
Steatohepatitis	C2711227	ARG1	383	0	1
Steatohepatitis	C2711227	STS	412	1	0
Steatohepatitis	C2711227	ATF4	468	1	1
Steatohepatitis	C2711227	ATP7B	540	1	1
Steatohepatitis	C2711227	CALCR	799	0	1
Steatohepatitis	C2711227	CAT	847	1	1
Steatohepatitis	C2711227	SERPINA6	866	1	0
Steatohepatitis	C2711227	CD34	947	0	1
Steatohepatitis	C2711227	CDH7	1005	0	1
Steatohepatitis	C2711227	CEBPB	1051	1	1
Steatohepatitis	C2711227	CEBPG	1054	0	1
Steatohepatitis	C2711227	CMA1	1215	0	1
Steatohepatitis	C2711227	COL3A1	1281	1	1
Steatohepatitis	C2711227	CLDN4	1364	0	1
Steatohepatitis	C2711227	CYP1B1	1545	1	1
Steatohepatitis	C2711227	CYP2E1	1571	1	1
Steatohepatitis	C2711227	CYP19A1	1588	1	0
Steatohepatitis	C2711227	DBP	1628	0	1
Steatohepatitis	C2711227	DDIT3	1649	1	1
Steatohepatitis	C2711227	CFD	1675	0	1
Steatohepatitis	C2711227	EMX2	2018	0	1
Steatohepatitis	C2711227	F2	2147	1	1
Steatohepatitis	C2711227	F2R	2149	1	1
Steatohepatitis	C2711227	GAST	2520	0	1
Steatohepatitis	C2711227	FUT7	2529	0	1
Steatohepatitis	C2711227	ACKR1	2532	0	1
Steatohepatitis	C2711227	GABBR1	2550	0	1
Steatohepatitis	C2711227	GATM	2628	0	1
Steatohepatitis	C2711227	GP1BA	2811	0	1
Steatohepatitis	C2711227	GPT	2875	1	1
Steatohepatitis	C2711227	GPX1	2876	1	1
Steatohepatitis	C2711227	GPX4	2879	1	1
Steatohepatitis	C2711227	CXCL3	2921	0	1
Steatohepatitis	C2711227	HADHB	3032	1	1
Steatohepatitis	C2711227	HHEX	3087	1	1
Steatohepatitis	C2711227	HK3	3101	0	1
Steatohepatitis	C2711227	HLF	3131	0	1
Steatohepatitis	C2711227	FOXA1	3169	1	1
Steatohepatitis	C2711227	HOXA5	3202	0	1
Steatohepatitis	C2711227	IFNA1	3439	0	1
Steatohepatitis	C2711227	IFNA2	3440	1	1
Steatohepatitis	C2711227	IFNA5	3442	0	1
Steatohepatitis	C2711227	IFNA8	3445	0	1
Steatohepatitis	C2711227	IFNAR1	3454	0	1
Steatohepatitis	C2711227	IFNAR2	3455	0	1
Steatohepatitis	C2711227	IFNB1	3456	0	1
Steatohepatitis	C2711227	CXCL8	3576	1	1
